"PROD_ID","qty_semana","media_preco_semana","dia","qty","preco","date","qty_anterior","hora","mes","semana","dia_da_semana_num","C1","C2","C3","C4","C5","C6"
"P4",225,570.547511111111,156,20,540.55,2015-06-05,31,8,6,22,5,NA,NA,NA,569,NA,499
"P4",46,577.56847826087,215,6,567.86,2015-08-03,4,8,8,31,1,NA,NA,NA,479,NA,NA
"P4",128,602.484375,229,9,529.9,2015-08-17,9,20,8,33,1,NA,NA,NA,479,NA,NA
"P9",1113,427.85850853549,284,86,388.89,2015-10-11,123,20,10,40,7,395.82,395.82,395.82,NA,465.52,399.99
"P8",3530,404.483011331445,260,211,379,2015-09-17,818,20,9,37,4,433,433,448,NA,NA,428
"P2",1435,685.825149825784,210,241,664.05,2015-07-29,39,20,7,30,3,584.91,597.64,664.05,604.41,NA,1089
"P1",56,1467.03928571429,119,8,1499,2015-04-29,8,20,4,17,3,1899,1899,NA,NA,1499,1349
"P2",206,801.405291262136,143,35,779,2015-05-23,36,20,5,20,6,719,577.71,719,699,NA,749
"P3",57,1198.23684210526,232,8,1309.9,2015-08-20,17,20,8,33,4,968.19,1025.14,NA,NA,NA,NA
"P3",51,1279.95784313725,261,6,1296.62,2015-09-18,5,8,9,37,5,1002.32,1025.1,1025.1,1319.12,NA,1139
"P8",1219,479.829023789992,132,59,479,2015-05-12,16,8,5,19,2,519.88,519.88,519.87,NA,NA,525.99
"P4",2050,655.583424390244,126,47,569,2015-05-06,75,20,5,18,3,NA,NA,NA,499,NA,NA
"P2",1251,764.328137490008,129,141,699,2015-05-09,141,20,5,18,6,NA,NA,664.05,NA,799,749
"P6",46,2119.25391304348,43,4,2142.485,2015-02-12,10,8,2,6,4,1885,1885,1885,2199,NA,2199
"P7",4301,779.435989304813,202,741,749,2015-07-21,1225,8,7,29,2,789,789,789,696.57,NA,729
"P6",73,1810.61410958904,96,7,1786.98,2015-04-06,7,20,4,14,1,1799,1849.9,1849.9,1935.12,NA,NA
"P5",68,925.319705882353,152,9,927,2015-06-01,4,20,6,22,1,899.1,937.99,899.1,NA,NA,NA
"P2",1236,709.165954692557,189,432,676.67,2015-07-08,410,20,7,27,3,649,649,648.9,699,NA,649
"P1",140,1549.32357142857,273,29,1499,2015-09-30,15,20,9,39,3,1319.12,1499,1319.12,NA,1424.05,NA
"P6",46,2119.25391304348,41,14,1886.64,2015-02-10,8,8,2,6,2,1886.97,2199,1859,NA,NA,1999
"P7",6502,815.289131036604,137,286,776.67,2015-05-17,741,8,5,19,7,NA,NA,NA,749,849,NA
"P3",21,1290.43333333333,238,3,1274.9,2015-08-26,3,8,8,34,3,968.19,999,NA,NA,NA,NA
"P7",6971,837.792824558887,126,562,799,2015-05-06,659,8,5,18,3,789,789,789,749,879,799
"P9",774,431.38476744186,239,101,399,2015-08-27,54,8,8,34,4,399.9,399.9,399.9,NA,499,439
"P6",272,1773.47602941176,66,7,1776.67,2015-03-07,51,8,3,9,6,2199,1859,1859,1979.1,NA,2379.87
"P7",5900,807.094998305085,185,850,749,2015-07-04,377,20,7,26,6,NA,NA,NA,743.07,NA,NA
"P6",25,2549.2084,51,4,2399,2015-02-20,3,20,2,7,5,1989,1999,1999,2199,NA,2099
"P6",83,1933.27734939759,12,15,1896.5,2015-01-12,7,8,1,2,1,1896.74,1896.74,1896.74,2199,NA,2399
"P7",5900,807.094998305085,180,1171,749,2015-06-29,115,20,6,26,1,NA,NA,NA,798,792.57,NA
"P7",2432,881.438893914474,72,376,849,2015-03-13,609,20,3,10,5,849,849,849,849,NA,849
"P1",33,1470.33727272727,229,2,1499,2015-08-17,4,20,8,33,1,1424.9,1424.9,NA,NA,1424.05,NA
"P1",133,1494.42533834586,213,19,1499,2015-08-01,15,10,8,30,6,1499,1499,1499,NA,1499,NA
"P4",598,527.947274247492,176,49,499,2015-06-25,92,8,6,25,4,NA,NA,NA,512.1,NA,NA
"P2",1490,659.123563758389,253,181,655.9,2015-09-10,144,8,9,36,4,610,610,610,799,NA,852.27
"P1",201,1384.56218905473,78,46,1362.5,2015-03-19,65,8,3,11,4,NA,NA,NA,NA,1499,1359
"P3",84,1125.9719047619,208,9,1149,2015-07-27,7,8,7,30,1,1044,1044,1044,1199,NA,1098
"P7",9629,846.505154221622,117,490,849,2015-04-27,267,20,4,17,1,849,849,849,849,NA,849
"P3",267,1134.00936329588,190,39,1099,2015-07-09,38,20,7,27,4,1089,989.1,NA,NA,NA,NA
"P3",40,1308.558,158,3,1278.93,2015-06-07,4,20,6,22,7,1169.1,1234.05,1234.05,1199,NA,1249.9
"P6",61,1846.58114754098,86,2,1767.44,2015-03-27,7,8,3,12,5,1499,1499,1499,NA,NA,1899
"P6",84,1796.5080952381,155,10,1804.05,2015-06-04,14,20,6,22,4,1819.9,1999,NA,1599,NA,1904.7
"P7",4170,781.806148681055,213,212,789,2015-08-01,686,20,8,30,6,748,749,748,738,757.68,749
"P2",523,726.560497131931,170,90,679.86,2015-06-19,71,8,6,24,5,NA,NA,610.11,669,NA,678.99
"P9",1113,427.85850853549,281,327,394.9,2015-10-08,252,8,10,40,4,399.99,399.99,399.99,NA,529,399.99
"P6",84,1796.5080952381,153,14,1804.05,2015-06-02,8,20,6,22,2,1799.9,1999,1999,1599,NA,1904.7
"P2",456,718.451184210526,227,67,680.99,2015-08-15,56,8,8,32,6,674.92,674.9,674.9,799,NA,729
"P6",94,1843.06329787234,105,22,1749,2015-04-15,11,8,4,15,3,1784.77,1784.77,1784.77,NA,NA,1799
"P6",61,1810.50114754098,114,9,1782.71,2015-04-24,8,8,4,16,5,1799,1799,1799,NA,NA,1799
"P2",1236,709.165954692557,192,138,683.05,2015-07-11,68,20,7,27,6,NA,NA,678.9,649.9,NA,NA
"P9",2318,401.941842105263,262,208,379,2015-09-19,388,8,9,37,6,NA,433,NA,NA,465.52,428
"P6",46,1802.01260869565,146,5,1799,2015-05-26,5,20,5,21,2,1529.1,1999,1999,1699,NA,1904.7
"P7",4170,781.806148681055,208,844,749,2015-07-27,397,8,7,30,1,NA,NA,NA,749,841,NA
"P7",2526,915.559097387173,92,336,849,2015-04-02,328,8,4,13,4,NA,NA,NA,721.65,747.12,NA
"P9",240,516.107291666667,125,37,499,2015-05-05,29,8,5,18,2,529.9,529.89,529,NA,NA,537
"P6",61,1810.50114754098,111,10,1782.99,2015-04-21,18,20,4,16,2,1799,1799,1799,2099,NA,1799
"P6",42,1909.95428571429,133,7,1799,2015-05-13,7,8,5,19,3,1876.9,1876.9,1798.94,NA,NA,1999
"P6",20,1914.8,2,8,1914.8,2015-01-02,1,20,1,0,5,2023.08,NA,1898,2199,NA,2229
"P1",201,1384.56218905473,79,19,1362.5,2015-03-20,46,8,3,11,5,1499,1499,1499,NA,1499,1359
"P7",6324,797.666589184061,195,627,749,2015-07-14,376,20,7,28,2,NA,NA,NA,738,NA,NA
"P3",100,1278.813,140,15,1299,2015-05-20,12,8,5,20,3,1288.99,1219,1288.99,NA,NA,1299
"P9",128,451.205703125,210,16,439,2015-07-29,24,8,7,30,3,427,427,401.17,NA,439.12,449.9
"P3",111,1298.04027027027,114,16,1287.99,2015-04-24,12,8,4,16,5,1347.99,1347.99,1347.99,1499,NA,1338
"P5",1285,780.970887159533,200,58,829,2015-07-19,90,20,7,28,7,1039,1039,749,NA,NA,NA
"P1",167,1427.07868263473,153,49,1399,2015-06-02,40,20,6,22,2,1450.9,NA,NA,NA,1424.05,NA
"P8",324,466.828179012346,205,48,439.9,2015-07-24,45,8,7,29,5,431.1,440,437.58,NA,NA,449.9
"P9",128,451.205703125,208,44,417.81,2015-07-27,14,8,7,30,1,437,437,437,NA,499,449.9
"P2",502,721.128047808765,221,49,684.99,2015-08-09,96,20,8,31,7,NA,NA,685.95,590.47,NA,699
"P3",83,1353.35686746988,96,9,1388.89,2015-04-06,2,20,4,14,1,1398,1398,1398,1274.15,1173.63,1499
"P6",83,1824.26457831325,75,14,1798.95,2015-03-16,11,8,3,11,1,1798.9,1798.9,1798.9,NA,NA,1989
"P8",1072,457.292192164179,209,58,437,2015-07-28,78,8,7,30,2,437,437,437,459.9,NA,449.9
"P7",4170,781.806148681055,209,1030,711.55,2015-07-28,844,20,7,30,2,NA,NA,NA,749,757.68,NA
"P8",324,466.828179012346,207,31,438,2015-07-26,31,20,7,29,7,409.54,409.54,395.2,455.05,NA,449.9
"P7",5495,758.149040946315,266,2305,699,2015-09-23,890,20,9,38,3,698,699,698,699.9,811,NA
"P9",88,485.890795454545,192,16,457,2015-07-11,20,20,7,27,6,463,422.01,455,NA,499,NA
"P8",324,466.828179012346,204,45,445.55,2015-07-23,48,20,7,29,4,440,440,419.8,NA,NA,469
"P6",40,1458.855,287,5,1457.95,2015-10-14,20,20,10,41,3,1424.05,1424.05,1424.05,NA,NA,1998.99
"P8",507,434.255384615385,237,35,449.1,2015-08-25,43,8,8,34,2,432,432,432,479,NA,439
"P2",3390,695.453061946903,175,785,649,2015-06-24,281,20,6,25,3,615.12,615.12,571.03,571.91,NA,699
"P7",5369,861.248653380518,37,745,849,2015-02-06,635,8,2,5,5,NA,NA,899,721.65,NA,849
"P9",479,449.320876826722,223,111,431.67,2015-08-11,152,8,8,32,2,448,448,443,NA,499,NA
"P1",95,1528.46315789474,260,12,1499,2015-09-17,15,20,9,37,4,1499,1499,1499,NA,1499,NA
"P3",136,1314.99514705882,108,23,1299,2015-04-18,14,8,4,15,6,1296.87,1296.86,NA,NA,1382.25,NA
"P8",388,496.48574742268,188,145,449.1,2015-07-07,26,20,7,27,2,463.52,463.99,464.39,469,NA,489.81
"P1",124,1482.50927419355,183,46,1419,2015-07-02,16,20,7,26,4,1463.9,1466.9,NA,NA,1424.05,NA
"P7",4170,781.806148681055,213,212,789,2015-08-01,686,10,8,30,6,NA,NA,NA,738,757.68,NA
"P8",410,486.18956097561,169,80,479,2015-06-18,81,20,6,24,4,498.99,498.99,508.99,479,NA,491.75
"P2",4029,742.702156862745,75,99,777.9,2015-03-16,102,20,3,11,1,799,799,799,879,NA,835.05
"P3",150,1131.26713333333,202,44,1098,2015-07-21,52,20,7,29,2,957.45,939.64,1032.57,1149,NA,1098
"P2",6578,717.697702949225,145,62,799,2015-05-25,29,20,5,21,1,778.9,779,778.9,699,NA,749
"P7",5138,746.458551965745,272,697,699,2015-09-29,360,20,9,39,2,NA,NA,NA,699.9,770.45,NA
"P5",496,825.629233870968,258,48,822.89,2015-09-15,165,20,9,37,2,822.89,740.6,694.1,NA,NA,NA
"P9",197,489.450456852792,172,5,479,2015-06-21,5,20,6,24,7,478.9,478.9,468.9,NA,599,490.79
"P3",267,1134.00936329588,189,38,1099,2015-07-08,43,8,7,27,3,1089,1089,1089,1199,NA,1089
"P5",42,935.439523809524,212,4,978.495,2015-07-31,2,8,7,30,5,899,899,899,NA,NA,NA
"P1",134,1482.77947761194,245,57,1424.05,2015-09-02,21,8,9,35,3,1499,1499,NA,NA,1424.05,NA
"P6",36,1894.1025,29,2,1893.12,2015-01-29,6,14,1,4,4,1926,1895.99,1895.99,NA,NA,2199
"P1",167,1427.07868263473,152,40,1399,2015-06-01,33,20,6,22,1,1444.9,NA,NA,NA,1499,NA
"P8",2451,424.883835169319,278,349,399,2015-10-05,109,8,10,40,1,419,419,419,NA,NA,449.99
"P3",150,1131.26713333333,201,52,1098,2015-07-20,32,20,7,29,1,1089,1089,1089,989.1,NA,1098
"P1",33,1470.33727272727,235,1,1349.1,2015-08-23,5,8,8,33,7,1499,1499,1499,NA,1499,NA
"P3",44,1210.00227272727,268,1,1149,2015-09-25,14,20,9,38,5,1055.12,1079.1,1079.1,1319.12,NA,1198.9
"P8",4764,417.624334592779,232,1031,379,2015-08-20,1616,20,8,33,4,432,432,432,459.9,NA,NA
"P2",446,790.031121076233,95,56,747.99,2015-04-05,95,8,4,13,7,747.14,747.14,747.14,NA,NA,879
"P5",155,822.991806451613,181,32,795,2015-06-30,26,8,6,26,2,796.99,796.99,796.99,NA,NA,NA
"P9",1260,424.76126984127,267,388,399,2015-09-24,481,20,9,38,4,399.9,399.9,399.9,NA,569,439.99
"P3",26,1152.29230769231,275,6,1166.96,2015-10-02,3,20,10,39,5,999,1034.1,NA,NA,NA,NA
"P3",116,1173.66068965517,186,29,1099,2015-07-05,24,20,7,26,7,1099,1099,NA,NA,NA,NA
"P5",34,886.039117647059,171,6,859.82,2015-06-20,13,20,6,24,6,894.97,894.97,894.97,NA,NA,NA
"P6",61,1810.50114754098,115,2,1769,2015-04-25,9,8,4,16,6,1699,1699,1699,NA,NA,1799
"P3",62,1237.91870967742,178,9,1248.9,2015-06-27,5,8,6,25,6,1169.1,1169.1,NA,NA,NA,NA
"P3",222,1143.06351351351,195,38,1078.9,2015-07-14,34,8,7,28,2,998.9,998.9,998.9,1099,NA,1048
"P4",57,584.264210526316,224,7,544,2015-08-12,8,20,8,32,3,NA,NA,NA,499.9,NA,NA
"P5",629,775.60200317965,285,120,779,2015-10-12,57,20,10,41,1,819,853.52,819,NA,NA,NA
"P6",621,1540.2431078905,264,4,1499.99,2015-09-21,2,8,9,38,1,1658.5,1498.4,1498.4,1359.15,NA,1898.99
"P1",146,1452.905,167,46,1399,2015-06-16,46,20,6,24,2,1349.1,1349.1,1349.1,NA,1424.05,NA
"P2",307,722.348729641694,159,35,689.9,2015-06-08,12,8,6,23,1,749,703.86,674.4,659,NA,729
"P2",242,754.582438016529,156,44,718,2015-06-05,51,8,6,22,5,629.1,629.1,577.71,629,NA,729
"P2",714,844.053109243697,20,111,829,2015-01-20,129,20,1,3,2,798,798,798,829,NA,829
"P6",61,1810.50114754098,112,8,1782.79,2015-04-22,10,8,4,16,3,1799,1799,1799,2099,NA,1799
"P4",225,570.547511111111,155,31,529,2015-06-04,55,20,6,22,4,NA,NA,NA,569,NA,NA
"P2",191,695.686073298429,281,26,688.73,2015-10-08,20,8,10,40,4,NA,NA,581.35,781.92,NA,799.9
"P3",77,1368.17311688312,127,12,1299,2015-05-07,12,8,5,18,4,1346,1346,1346,NA,NA,1300.99
"P2",3536,728.445082013575,116,607,699,2015-04-26,707,20,4,16,7,749.9,749.9,629.1,929,NA,799
"P1",124,1482.50927419355,184,12,1499,2015-07-03,46,8,7,26,5,1466.9,1466.9,NA,NA,1424.05,NA
"P2",600,795.492783333333,96,33,799,2015-04-06,56,8,4,14,1,NA,NA,747.9,879,799,849
"P4",46,577.56847826087,221,11,548,2015-08-09,4,20,8,31,7,NA,NA,NA,569,NA,518
"P7",8490,818.574487632509,169,2187,749,2015-06-18,1902,20,6,24,4,NA,NA,NA,748,911,NA
"P9",893,484.081511758119,134,317,455.05,2015-05-14,103,20,5,19,4,514,513.99,514.89,499,559.68,497.99
"P6",69,1688.33130434783,203,7,1697.46,2015-07-22,12,8,7,29,3,1498,1498,1424.05,NA,NA,1799
"P6",38,1725.92894736842,216,2,1688.165,2015-08-04,3,8,8,31,2,1836.25,1696,1696,NA,NA,1999
"P5",496,825.629233870968,261,23,898.99,2015-09-18,23,8,9,37,5,809.1,800.1,800.1,NA,NA,NA
"P2",456,718.451184210526,222,83,684.99,2015-08-10,49,8,8,32,1,NA,NA,684.98,649.9,NA,699
"P8",4764,417.624334592779,232,1031,379,2015-08-20,1616,20,8,33,4,432,432,432,459.9,NA,439
"P3",14,1286.85714285714,222,1,1199,2015-08-10,2,8,8,32,1,1099,1099,1099,1499,NA,1499
"P3",19,1224.31315789474,216,7,1098,2015-08-04,5,8,8,31,2,1048,1048,999,1199,NA,1199
"P7",5369,861.248653380518,39,822,806.55,2015-02-08,979,8,2,5,7,NA,NA,899,806.55,NA,849
"P2",3390,695.453061946903,179,28,709,2015-06-28,93,8,6,25,7,584.1,584.1,584.1,698,NA,739
"P3",150,1131.26713333333,206,9,1149,2015-07-25,6,8,7,29,6,967.12,1044.05,NA,NA,NA,NA
"P6",43,1753.56046511628,166,6,1757.775,2015-06-15,10,8,6,24,1,1797.77,1799.9,1768,NA,NA,NA
"P9",130,453.017538461538,196,34,449,2015-07-15,20,20,7,28,3,448,448,448,NA,499,469
"P7",8490,818.574487632509,169,2187,749,2015-06-18,1902,8,6,24,4,785.99,785.99,749.9,748,792.57,749
"P3",14,1286.85714285714,223,4,1299,2015-08-11,1,20,8,32,2,1099,1099,1099,NA,NA,1499
"P2",1435,685.825149825784,212,464,664.05,2015-07-31,541,20,7,30,5,NA,NA,630.85,649.9,NA,879
"P9",1113,427.85850853549,281,327,394.9,2015-10-08,252,20,10,40,4,399.99,399.99,399.99,NA,465.52,399.99
"P6",92,1488.99163043478,259,22,1475.17,2015-09-16,14,8,9,37,3,1231.12,1687.9,1328.11,1399,NA,1699
"P9",893,484.081511758119,137,99,455.05,2015-05-17,140,8,5,19,7,478,478,478,NA,NA,496
"P7",4233,787.93693361682,192,564,749,2015-07-11,512,20,7,27,6,NA,NA,NA,748,NA,NA
"P5",1100,781.867872727273,237,396,749,2015-08-25,330,8,8,34,2,898,898,898,NA,NA,NA
"P3",NA,NA,217,NA,NA,NA,NA,20,8,31,3,999,999,NA,NA,NA,NA
"P2",370,869.542810810811,52,90,829,2015-02-21,91,20,2,7,6,NA,NA,821,696.36,704.65,878
"P5",3466,797.009145989613,246,680,749,2015-09-03,1055,20,9,35,4,898,674.1,674.1,NA,NA,NA
"P5",46,860.678260869565,226,3,899,2015-08-14,9,20,8,32,5,886.5,886.5,886.5,NA,NA,NA
"P2",1959,666.814885145482,260,170,629,2015-09-17,97,20,9,37,4,NA,NA,NA,799.9,NA,679.9
"P4",1451,527.765740868367,133,212,499,2015-05-13,55,8,5,19,3,NA,NA,NA,499,NA,NA
"P2",393,772.615623409669,137,15,732.9,2015-05-17,15,8,5,19,7,NA,NA,733,677.97,695.13,749
"P6",83,1824.26457831325,81,10,1748.69,2015-03-22,10,8,3,11,7,1799,1799,1799,NA,NA,1989
"P6",83,1824.26457831325,75,14,1798.95,2015-03-16,11,8,3,11,1,1798.9,1798.9,1798.9,NA,NA,1989
"P7",5446,851.822390745501,7,2086,799,2015-01-07,1668,8,1,1,3,NA,NA,1099,703.12,NA,NA
"P2",448,866.789821428571,39,30,828,2015-02-08,70,8,2,5,7,NA,NA,828,746.1,829,879
"P2",359,875.231086350975,44,45,879,2015-02-13,68,8,2,6,5,799,799,799,829,NA,879
"P2",3536,728.445082013575,116,607,699,2015-04-26,707,8,4,16,7,NA,NA,699,929,799,749
"P2",446,790.031121076233,90,66,749,2015-03-31,37,20,3,13,2,NA,NA,749,773.52,764.73,749
"P3",19,1224.31315789474,219,1,1499,2015-08-07,1,8,8,31,5,1099,1099,1099,1499,NA,1199
"P8",1219,479.829023789992,133,163,475,2015-05-13,59,20,5,19,3,518.99,519,518.99,NA,NA,498.96
"P7",3440,763.527345930233,254,1102,699,2015-09-11,1300,8,9,36,5,NA,NA,NA,699.9,760.95,NA
"P5",67,879.241343283582,215,4,968.6,2015-08-03,2,20,8,31,1,1149,929.9,929,NA,NA,NA
"P7",2526,915.559097387173,93,240,849,2015-04-03,336,8,4,13,5,NA,NA,NA,721.65,747.12,NA
"P2",4497,646.095203468979,247,174,657.99,2015-09-04,172,8,9,35,5,629.9,629.9,629.9,799,NA,852.27
"P6",79,1803.70151898734,128,14,1799,2015-05-08,9,20,5,18,5,1829,1979.1,1591.2,2199,NA,2097.26
"P7",8490,818.574487632509,168,1902,749,2015-06-17,1461,8,6,24,3,789,796,789,748,792.57,749
"P2",324,720.816388888889,207,9,729,2015-07-26,16,8,7,29,7,NA,NA,663,654.55,NA,NA
"P2",1236,709.165954692557,187,53,709,2015-07-06,15,8,7,27,1,698.89,699,664.05,699,NA,739
"P7",4195,867.654345649583,23,718,849,2015-01-23,550,8,1,3,5,NA,NA,NA,849,849,NA
"P2",456,718.451184210526,222,83,684.99,2015-08-10,49,8,8,32,1,NA,NA,684.98,590.47,NA,699
"P3",150,1131.26713333333,206,9,1149,2015-07-25,6,20,7,29,6,1044,1044,1044,1199,NA,1098
"P2",242,754.582438016529,155,51,718,2015-06-04,44,8,6,22,4,NA,NA,577.71,689,695.13,729
"P3",14,1286.85714285714,224,3,1299,2015-08-12,4,20,8,32,3,1099,1099,1099,NA,NA,1499
"P3",94,1248.56968085106,168,27,1169.1,2015-06-17,23,20,6,24,3,1149,1149,NA,NA,NA,NA
"P1",177,1406.40802259887,145,9,1499,2015-05-25,18,8,5,21,1,1899,1899,NA,NA,1499,NA
"P9",893,484.081511758119,137,99,455.05,2015-05-17,140,20,5,19,7,478,478,431.1,NA,527.12,496
"P4",43,605.442558139535,205,9,540.55,2015-07-24,6,8,7,29,5,NA,NA,NA,499,NA,629.9
"P1",140,1549.32357142857,274,32,1499,2015-10-01,29,8,10,39,4,1499,1499,1499,NA,1499,NA
"P5",1492,789.504430294906,279,100,779,2015-10-06,385,20,10,40,2,819,853.52,740.05,NA,NA,NA
"P9",774,431.38476744186,241,83,399,2015-08-29,67,8,8,34,6,399.9,399.9,399.9,NA,499,439
"P9",82,605.185365853658,159,24,499,2015-06-08,24,8,6,23,1,431.1,431.1,431.1,NA,521.13,493.89
"P2",4497,646.095203468979,248,428,610,2015-09-05,174,20,9,35,6,NA,NA,549,719.91,NA,689.9
"P9",1113,427.85850853549,278,134,399,2015-10-05,83,20,10,40,1,417.96,416.98,416.98,NA,500.72,449.99
"P7",6324,797.666589184061,198,1012,749,2015-07-17,1307,20,7,28,5,749,738,749,749,NA,729
"P2",523,726.560497131931,169,71,707.9,2015-06-18,69,20,6,24,4,NA,NA,610.11,665,NA,678.99
"P3",5,1413.318,286,3,1166.96,2015-10-13,1,20,10,41,2,1249,1249,1199,1199,NA,1199
"P6",42,1909.95428571429,136,2,1843.45,2015-05-16,10,20,5,19,6,1828.99,1619.1,1664.1,NA,NA,1904.7
"P3",62,1237.91870967742,177,5,1199.9,2015-06-26,6,8,6,25,5,1299,1199,NA,NA,NA,NA
"P8",2451,424.883835169319,282,451,394.9,2015-10-09,689,8,10,40,5,395.93,395.93,395.93,NA,NA,399.99
"P6",14,1728.98642857143,192,2,1698.96,2015-07-11,1,20,7,27,6,1498.9,1498.9,1499,1499,NA,NA
"P2",4497,646.095203468979,249,602,610,2015-09-06,428,20,9,35,7,635.59,635.59,549,719.91,NA,852.27
"P3",136,1314.99514705882,103,33,1299,2015-04-13,15,11,4,15,1,1318.99,1318.99,1349,1349.1,1217.13,1379
"P2",1236,709.165954692557,189,432,676.67,2015-07-08,410,8,7,27,3,NA,NA,675.9,699,NA,739
"P9",82,605.185365853658,161,25,499,2015-06-10,13,20,6,23,3,516.99,479,516.99,NA,599,493.78
"P3",60,1268.48283333333,247,8,1265.74,2015-09-04,6,8,9,35,5,1139,1139,1139,1499,NA,1139
"P2",2159,675.95123668365,183,52,719.9,2015-07-02,70,8,7,26,4,NA,NA,698.9,699,NA,699
"P4",464,747.806853448276,182,102,499,2015-07-01,49,20,7,26,3,NA,NA,NA,NA,NA,629.9
"P6",61,1810.50114754098,111,10,1782.99,2015-04-21,18,20,4,16,2,1764,1769.9,1769.9,1889.1,NA,NA
"P3",5,1413.318,287,1,1231.79,2015-10-14,3,8,10,41,3,1055.12,1108.61,NA,NA,NA,NA
"P1",161,1523.67298136646,220,21,1499,2015-08-08,18,20,8,31,6,1425.9,1425.9,NA,NA,1424.05,NA
"P8",163,463.949018404908,226,18,449,2015-08-14,12,20,8,32,5,448,448,448,459.9,NA,439
"P7",4416,882.400865036232,75,310,879,2015-03-16,29,8,3,11,1,849,849,849,721.65,721.65,849
"P6",53,1746.68339622642,235,3,1673.92,2015-08-23,3,20,8,33,7,1699,1699,1699,NA,NA,1769
"P9",130,453.017538461538,195,20,449.9,2015-07-14,18,20,7,28,2,448,448,448,NA,569.05,449.1
"P2",3390,695.453061946903,177,936,649,2015-06-26,1133,8,6,25,5,699,698.99,648.9,649.9,NA,699
"P9",176,497.883636363636,139,19,499,2015-05-19,43,8,5,20,2,478,478,478,NA,521.13,495.97
"P2",2067,758.173439767779,105,409,729,2015-04-15,604,20,4,15,3,NA,NA,738,791.1,738.63,749
"P2",1145,811.146375545852,60,146,829,2015-03-01,143,10,3,8,7,NA,NA,798.99,829,829,879
"P9",774,431.38476744186,238,54,404.1,2015-08-26,198,8,8,34,3,432,432,432,NA,439.12,439
"P6",25,2549.2084,51,4,2399,2015-02-20,3,20,2,7,5,1989,1999,1999,1869.15,NA,2099
"P2",3536,728.445082013575,112,207,699,2015-04-22,104,20,4,16,3,629.1,629.1,699,NA,NA,799
"P7",5446,851.822390745501,6,1668,799,2015-01-06,1109,20,1,1,2,NA,NA,NA,799,NA,NA
"P1",56,1467.03928571429,117,12,1449,2015-04-27,13,20,4,17,1,1349,1899,1349,NA,NA,NA
"P3",26,1152.29230769231,271,1,1149,2015-09-28,2,20,9,39,1,1138.99,989.1,1138.99,1099,NA,1198.9
"P6",47,1878.21276595745,140,8,1831.9,2015-05-20,6,20,5,20,3,1889.9,1889.9,1555.84,NA,NA,1904.7
"P2",1654,771.888796856106,67,146,749,2015-03-08,661,20,3,9,7,594.15,629.1,699,829,NA,NA
"P2",1251,764.328137490008,124,285,749,2015-05-04,73,20,5,18,1,828.9,828.9,828,NA,NA,799
"P3",35,1247.42142857143,251,5,1264.99,2015-09-08,1,8,9,36,2,1002.32,1025.1,1025.1,1322.56,NA,1139
"P1",177,1406.40802259887,149,34,1399,2015-05-29,35,8,5,21,5,1449.9,NA,NA,NA,1499,NA
"P5",218,818.92871559633,177,34,798,2015-06-26,45,20,6,25,5,839,839,718.2,NA,NA,NA
"P2",1654,794.852261185006,13,116,829,2015-01-13,123,20,1,2,2,829,829,829,829,NA,829
"P4",598,527.947274247492,174,155,499,2015-06-23,150,20,6,25,2,NA,NA,NA,569,NA,NA
"P2",448,866.789821428571,39,30,828,2015-02-08,70,8,2,5,7,NA,NA,828,746.1,729.52,879
"P7",4301,779.435989304813,206,532,749,2015-07-25,690,8,7,29,6,NA,NA,NA,749,NA,NA
"P2",307,722.348729641694,163,34,728.9,2015-06-12,46,20,6,23,5,NA,NA,649,659,799,649
"P2",132,699.574848484849,286,47,652.48,2015-10-13,49,20,10,41,2,724.98,724.98,724.98,799,NA,748
"P3",83,1353.35686746988,97,10,1378.86,2015-04-07,9,8,4,14,2,1499,1499,NA,NA,NA,NA
"P6",62,1774.21983870968,122,10,1773.98,2015-05-02,3,20,5,17,6,1889,1889,1889,NA,NA,1956.89
"P3",57,1198.23684210526,235,6,1223.55,2015-08-23,7,20,8,33,7,968.19,1025.14,NA,NA,NA,NA
"P9",1525,409.749836065574,273,491,379,2015-09-30,458,20,9,39,3,397.95,398.99,393.95,NA,529,399.99
"P7",3485,870.555202295552,105,1116,799,2015-04-15,230,8,4,15,3,NA,NA,NA,759.05,773.52,NA
"P2",6578,717.697702949225,149,67,719,2015-05-29,1172,8,5,21,5,NA,NA,578.26,699,738.63,699
"P8",430,469.81488372093,217,64,449.9,2015-08-05,40,20,8,31,3,428,428,428,459.9,NA,429.9
"P9",774,431.38476744186,241,83,399,2015-08-29,67,8,8,34,6,399.9,399.9,399.9,NA,599,439
"P4",101,546.113267326733,240,10,498,2015-08-28,27,20,8,34,5,NA,NA,NA,499.9,NA,NA
"P7",4524,789.07034040672,160,698,749,2015-06-09,652,20,6,23,2,NA,NA,NA,759,NA,NA
"P6",132,1581.78886363636,272,21,1459,2015-09-29,20,8,9,39,2,1498.4,1498.4,1498.4,1399,NA,1998.99
"P6",32,1871.040625,195,1,1698,2015-07-14,3,8,7,28,2,1499,1763.89,1763.89,1499,NA,NA
"P7",1808,834.713938053097,152,198,799,2015-06-01,64,8,6,22,1,788,788,788,759,849,749
"P6",99,1515.50454545455,251,11,1499.99,2015-09-08,2,8,9,36,2,1528.98,1669.52,1669.52,NA,NA,1699
